,true_value,preds
0,3.200648069381714,2.203340768814087
1,3.868481159210205,2.886033773422241
2,3.1107630729675293,2.590657949447632
3,2.8848793506622314,2.774688482284546
4,3.555361032485962,2.6695210933685303
5,2.619588851928711,2.2845077514648438
6,3.372339963912964,2.541794776916504
7,2.434173583984375,1.8462271690368652
8,3.737917184829712,2.1355979442596436
9,3.4238808155059814,2.6155128479003906
10,3.5636672973632812,2.286510944366455
11,2.7559189796447754,2.548769235610962
12,4.336843013763428,3.43383526802063
13,2.703575611114502,2.590801477432251
14,3.9899744987487793,3.0024185180664062
15,2.450331926345825,2.784034252166748
16,5.104427814483643,2.78533935546875
17,2.93096923828125,2.4498379230499268
18,3.9249322414398193,2.4533987045288086
19,3.5935585498809814,3.168182134628296
20,4.064733982086182,2.683312177658081
21,4.9175190925598145,2.438883066177368
22,3.32572078704834,2.258049726486206
23,3.602726697921753,2.853466510772705
24,3.671684503555298,2.9644644260406494
25,2.8525311946868896,2.551365613937378
26,2.8442299365997314,3.165710926055908
27,3.8625121116638184,2.525022268295288
28,2.105506658554077,2.3856894969940186
29,4.235414028167725,2.2840216159820557
30,4.125534534454346,1.3919730186462402
31,3.828462839126587,1.9905540943145752
32,3.711850166320801,1.9244322776794434
33,2.8698480129241943,2.340762138366699
34,2.4152672290802,2.221893072128296
35,1.4461092948913574,2.5213844776153564
36,2.3686323165893555,2.620133876800537
37,3.9058375358581543,1.4845013618469238
38,4.53593635559082,2.46586012840271
39,4.31660270690918,2.9076688289642334
40,3.7546257972717285,2.5771901607513428
41,3.8765556812286377,2.1282811164855957
42,5.183553218841553,2.451599359512329
43,2.451754570007324,2.4252049922943115
44,4.254489898681641,2.478705644607544
45,4.113018989562988,2.397502899169922
46,4.928991794586182,3.076094388961792
47,5.033230781555176,1.7275192737579346
48,3.641080141067505,2.798630475997925
49,4.900911331176758,2.290327548980713
50,2.8265318870544434,2.809523105621338
51,3.2796308994293213,1.6404534578323364
52,3.29193115234375,2.7029635906219482
53,3.2794387340545654,3.0021250247955322
54,3.655946969985962,2.545795202255249
55,3.3106348514556885,2.348884344100952
56,3.178981304168701,2.4245383739471436
57,4.4619832038879395,3.502908945083618
58,4.826929092407227,2.3079745769500732
59,4.341324806213379,2.8264706134796143
60,4.4548869132995605,2.4353907108306885
61,2.448918342590332,2.769427537918091
62,2.5949490070343018,2.5559961795806885
63,1.0903303623199463,2.0536019802093506
64,1.8307219743728638,1.4027740955352783
65,4.117127418518066,2.7291598320007324
66,4.108398914337158,2.577497720718384
67,4.615838050842285,2.309957265853882
68,3.4973983764648438,2.183128833770752
69,2.5430572032928467,3.2636590003967285
70,4.6260786056518555,2.465139627456665
71,3.147491216659546,2.856544017791748
72,2.682138204574585,2.2844793796539307
73,3.3818507194519043,2.7890546321868896
74,2.802532911300659,2.1600377559661865
75,4.009823322296143,2.9183542728424072
76,3.2610199451446533,2.8658814430236816
77,3.6626484394073486,1.8558951616287231
78,3.6176881790161133,2.7022814750671387
79,2.411107301712036,1.863168478012085
80,4.660017013549805,2.765307903289795
81,3.4416539669036865,2.239084005355835
82,2.42048716545105,2.2572433948516846
83,3.061039924621582,3.6021950244903564
84,1.3182300329208374,2.2765753269195557
85,2.6709351539611816,2.2254045009613037
86,2.0132036209106445,1.5436943769454956
87,4.036463260650635,2.570737838745117
88,2.6211276054382324,1.9901270866394043
89,4.440453052520752,2.510411500930786
90,3.8076658248901367,2.964053153991699
91,3.0636823177337646,2.2834665775299072
92,3.304417371749878,2.19648814201355
93,4.110311508178711,2.03359055519104
94,3.141451358795166,2.6607940196990967
95,2.536602258682251,2.0976431369781494
96,4.171225547790527,2.258441686630249
97,2.602832078933716,2.106520175933838
98,1.4155951738357544,1.4315569400787354
99,3.630021333694458,2.097667932510376
100,1.7349536418914795,1.4419348239898682
101,3.311534881591797,2.741724967956543
102,2.2848331928253174,4.068724155426025
103,2.9762210845947266,2.0231573581695557
104,2.9163191318511963,2.81789493560791
105,3.8526930809020996,2.697047472000122
106,4.00693941116333,2.4325456619262695
107,2.2251861095428467,3.3981575965881348
108,3.828446388244629,2.283068895339966
109,3.2857770919799805,2.1135990619659424
110,4.686329364776611,2.101775646209717
111,2.2878148555755615,2.827214479446411
112,2.9049670696258545,2.5193521976470947
113,2.894573450088501,2.8618993759155273
114,3.6502819061279297,2.1414754390716553
115,3.365849494934082,2.186908483505249
116,2.313112735748291,2.4590089321136475
117,3.4480626583099365,2.6882364749908447
118,1.6669549942016602,2.1583330631256104
119,3.2056965827941895,1.3893775939941406
120,4.52335786819458,3.420111894607544
121,2.217410087585449,2.2823636531829834
122,3.8905086517333984,2.479217290878296
123,3.297572135925293,3.047893762588501
124,3.7029993534088135,2.1410892009735107
125,1.1617770195007324,1.9957383871078491
126,4.8102264404296875,2.7247259616851807
127,3.633465528488159,2.224269390106201
128,3.2494821548461914,2.6850569248199463
