,true_value,preds
0,6.006326198577881,3.124406337738037
1,4.473148822784424,2.6261515617370605
2,4.833954811096191,2.5766313076019287
3,5.181801795959473,2.7432634830474854
4,4.956613063812256,2.411714792251587
5,5.911910533905029,2.9256844520568848
6,4.195239543914795,2.7799222469329834
7,4.151793003082275,2.3402445316314697
8,6.00461483001709,2.8937761783599854
9,4.030867576599121,3.0923502445220947
10,3.3382914066314697,2.995889902114868
11,2.908944606781006,3.0449962615966797
12,4.363955497741699,2.471116542816162
13,3.9119913578033447,2.341384172439575
14,5.059423446655273,2.9830925464630127
15,4.2048659324646,2.7161333560943604
16,5.404751300811768,2.842613935470581
17,4.303515911102295,2.587132453918457
18,5.250921726226807,2.7455060482025146
19,4.234825134277344,2.317720651626587
20,3.7473559379577637,3.0449817180633545
21,4.894526481628418,3.134737253189087
22,3.7272469997406006,2.031002998352051
23,4.606508731842041,2.2049453258514404
24,1.6080700159072876,2.7336537837982178
25,4.651213645935059,2.884413480758667
26,4.024783134460449,2.249479293823242
27,4.162288188934326,2.883863687515259
28,4.8762078285217285,2.763559579849243
29,4.575020790100098,2.6480343341827393
30,5.099030494689941,2.474109411239624
31,4.5154595375061035,2.360978841781616
32,5.044056415557861,2.276705265045166
33,4.653572082519531,2.941286325454712
34,4.576934337615967,2.5073256492614746
35,3.6239542961120605,2.1715381145477295
36,3.5557689666748047,2.196810245513916
37,5.229681491851807,2.6622352600097656
38,5.122895240783691,3.1358156204223633
39,4.0898213386535645,2.710935354232788
40,5.712052345275879,2.095449686050415
41,5.5699357986450195,2.6103174686431885
42,4.5441131591796875,2.46883225440979
43,3.207308530807495,2.732841730117798
44,4.301103591918945,2.3156394958496094
45,2.921726942062378,1.9948091506958008
46,6.209915637969971,2.272839307785034
47,4.36997652053833,2.3486833572387695
48,3.5054469108581543,2.6141088008880615
49,5.419658184051514,2.9868433475494385
50,5.556613445281982,2.463582992553711
51,5.128390312194824,2.6685314178466797
52,4.1656270027160645,3.364368438720703
53,5.031726837158203,2.2318480014801025
54,4.26773738861084,2.512316942214966
55,4.6573052406311035,3.0038256645202637
56,5.458559036254883,2.749495267868042
57,3.5559306144714355,2.1380302906036377
58,4.402409076690674,3.0360870361328125
59,3.907305955886841,2.7551474571228027
60,4.19523286819458,2.9311928749084473
61,6.0001630783081055,2.6696321964263916
62,6.801802635192871,3.037623882293701
63,3.823031187057495,2.9401633739471436
64,5.670505046844482,2.7924492359161377
65,4.420709609985352,2.460632085800171
66,5.614009857177734,2.824180841445923
67,2.085888624191284,2.0895864963531494
68,3.614140748977661,2.957868814468384
69,6.679434776306152,2.0539748668670654
70,3.3276071548461914,1.3849350214004517
71,4.823273658752441,2.9657599925994873
72,3.7389438152313232,2.735152006149292
73,3.7825400829315186,1.784178614616394
74,2.141864538192749,1.487397313117981
75,5.924645900726318,2.0598931312561035
76,5.357866287231445,2.3451287746429443
77,3.470799684524536,2.265833854675293
78,4.128791809082031,2.224104642868042
79,4.868049621582031,2.525982618331909
80,4.965969562530518,2.1031084060668945
81,4.122762203216553,1.9654968976974487
82,3.275573253631592,2.431342124938965
83,4.5093255043029785,2.877270221710205
84,2.354146718978882,2.2490851879119873
85,1.3311885595321655,2.6187634468078613
86,3.7038254737854004,2.6071670055389404
87,4.182441234588623,2.812331438064575
88,6.097797870635986,3.120619058609009
89,3.9874513149261475,2.1563594341278076
90,5.610894680023193,3.1173551082611084
91,4.838906764984131,3.0356266498565674
92,5.13499641418457,2.4412286281585693
93,3.4990944862365723,2.599100351333618
94,6.746723651885986,2.5863730907440186
95,3.427785873413086,2.986983060836792
96,5.996438026428223,2.4870598316192627
97,4.073705196380615,2.0265958309173584
98,1.9398348331451416,2.6091458797454834
99,2.9218101501464844,2.290360689163208
100,5.214712142944336,2.5333409309387207
101,4.471559524536133,2.270062208175659
102,3.765794277191162,3.001168966293335
103,2.9186558723449707,1.7667021751403809
104,6.117472171783447,2.901232957839966
105,4.982944011688232,2.0369696617126465
106,3.608150005340576,2.574002504348755
107,5.17633581161499,3.11932110786438
108,4.2186198234558105,2.6113855838775635
109,3.166550397872925,2.2936055660247803
110,4.1812744140625,3.0318729877471924
111,5.55982780456543,3.2933194637298584
112,4.492366790771484,2.8891937732696533
113,2.0421690940856934,1.5121194124221802
114,4.554620742797852,2.5815796852111816
115,3.393139362335205,1.4805370569229126
116,4.495467185974121,2.460869550704956
117,4.412148475646973,2.525362253189087
118,4.23057746887207,2.205160140991211
119,5.538778781890869,2.5005042552948
120,4.624727725982666,2.6063358783721924
121,3.8778438568115234,2.83183217048645
122,4.457164287567139,3.1362152099609375
123,4.34315299987793,3.886281967163086
124,3.998183250427246,3.0972115993499756
125,3.4981422424316406,2.6744983196258545
126,3.756481409072876,2.101926565170288
127,3.227238416671753,2.6051928997039795
128,4.993716716766357,2.4782555103302
129,4.655100345611572,2.4086496829986572
130,4.634183406829834,2.3349947929382324
131,5.245830059051514,2.629866123199463
132,6.0032057762146,3.0732128620147705
133,3.1398017406463623,2.0700743198394775
134,4.664971351623535,1.9935940504074097
135,4.456796169281006,2.4481074810028076
136,5.603875637054443,2.3863418102264404
137,3.3484761714935303,2.271557092666626
138,4.599178314208984,2.7492151260375977
139,5.154438495635986,2.6389358043670654
140,5.095612049102783,2.8783986568450928
141,6.5384979248046875,3.379474639892578
142,4.4380269050598145,2.233304738998413
143,6.253781795501709,2.7845818996429443
144,4.353792667388916,2.709207773208618
145,3.5978214740753174,2.356757402420044
146,4.837571144104004,2.9518520832061768
147,3.9627115726470947,2.587399482727051
148,5.494260311126709,2.285337448120117
149,4.931955814361572,2.5293290615081787
150,3.5967843532562256,2.4002370834350586
151,4.220979690551758,3.787529945373535
152,5.5353803634643555,2.521620512008667
153,4.094557285308838,2.179003953933716
154,3.5155210494995117,2.3781239986419678
155,3.6988465785980225,2.143392324447632
156,4.0218000411987305,2.338244676589966
157,4.593506336212158,3.308753252029419
158,3.397745370864868,1.8500044345855713
159,5.7969746589660645,2.2604715824127197
160,4.963954448699951,2.9179511070251465
161,6.184424877166748,2.5863535404205322
162,4.311860084533691,3.024461030960083
163,3.991624355316162,2.4267494678497314
164,5.195250511169434,2.5225746631622314
165,3.745814323425293,1.9948844909667969
166,3.9658877849578857,2.1661436557769775
167,4.676158905029297,3.06099534034729
168,4.720396518707275,2.103924512863159
169,4.870603084564209,3.28784441947937
170,4.061240196228027,2.5981662273406982
171,4.280519962310791,3.3805301189422607
172,5.925171375274658,3.477346181869507
173,3.8598792552948,2.27402400970459
174,3.5994105339050293,2.674281120300293
175,5.625393867492676,2.8010425567626953
176,3.6435601711273193,2.8921172618865967
177,5.571735858917236,2.5386698246002197
178,5.175257205963135,2.347956418991089
179,2.904597759246826,2.8188774585723877
180,3.708311080932617,3.5708377361297607
181,5.048960208892822,2.3961358070373535
182,1.7926902770996094,1.7000812292099
183,4.097888946533203,3.2794992923736572
184,3.3665552139282227,2.530839204788208
185,4.880594253540039,2.702993154525757
186,5.012218475341797,2.3926846981048584
187,3.4571595191955566,3.3911986351013184
188,4.9977006912231445,3.0449531078338623
189,4.242473125457764,2.2003233432769775
190,3.873621702194214,2.6138436794281006
191,5.758114337921143,2.4187958240509033
192,3.629423141479492,2.2353649139404297
193,3.4328773021698,2.951323986053467
194,2.318788766860962,1.4938777685165405
195,4.916417598724365,2.668566942214966
196,4.535162925720215,3.036921739578247
197,4.020203590393066,2.743903160095215
198,2.9894518852233887,2.69462513923645
199,2.306137800216675,1.7883148193359375
200,5.474828243255615,2.52510404586792
201,2.2022974491119385,2.761838436126709
202,1.5589649677276611,1.3967252969741821
203,5.559699535369873,3.106506586074829
204,4.27536153793335,2.5078232288360596
205,5.258847713470459,2.3123199939727783
206,5.087737083435059,2.763437271118164
207,5.94172477722168,2.4392249584198
208,4.450319290161133,3.0225791931152344
209,4.922980308532715,2.700690984725952
210,2.3783438205718994,3.091036081314087
211,3.4128665924072266,2.7511942386627197
212,4.5929131507873535,2.463252305984497
213,5.109617233276367,1.991998553276062
214,3.863832712173462,2.178088665008545
215,5.129402160644531,2.8053181171417236
216,5.826756477355957,2.4150490760803223
217,5.158324718475342,2.3562750816345215
218,4.267242431640625,2.6449496746063232
219,4.95452880859375,2.645813465118408
220,3.3544423580169678,2.802165985107422
221,4.6508870124816895,2.3578288555145264
222,4.602715015411377,2.826719045639038
223,5.33377742767334,2.2288858890533447
224,5.519689083099365,1.9941715002059937
225,4.561828136444092,3.0370519161224365
226,5.28883695602417,2.651578664779663
227,4.069353103637695,2.168179750442505
228,5.672521114349365,2.3018815517425537
229,5.18788480758667,2.712394952774048
230,4.301534175872803,2.3809902667999268
231,6.063669204711914,2.6345787048339844
232,3.882007598876953,2.3928568363189697
233,3.2876133918762207,2.2998626232147217
234,4.334067344665527,2.3521881103515625
235,3.515685796737671,2.6813604831695557
236,3.1142733097076416,2.7350070476531982
237,4.473896503448486,2.197861671447754
238,4.421816825866699,2.768671989440918
239,6.730241298675537,3.1101059913635254
240,3.802788019180298,1.198456883430481
241,4.948780536651611,2.6022884845733643
242,2.9970133304595947,2.698645830154419
243,6.0627851486206055,2.506784200668335
244,4.094501972198486,2.7414567470550537
245,3.899829626083374,2.5131947994232178
246,3.3615310192108154,2.7842047214508057
247,4.4563493728637695,2.58453631401062
248,1.0608700513839722,0.9341922998428345
249,3.0794894695281982,2.6615750789642334
250,2.453045129776001,3.407013416290283
251,4.661537170410156,2.092639207839966
252,5.361108779907227,1.64159095287323
253,4.329954624176025,1.7514859437942505
254,5.075956344604492,3.1996283531188965
255,4.83380126953125,2.160677194595337
256,2.1690194606781006,2.4032773971557617
257,5.228750228881836,2.532625436782837
258,4.975072383880615,2.46692156791687
259,5.359956741333008,2.459001064300537
260,4.991195201873779,2.3917746543884277
261,4.462013244628906,2.411184549331665
262,4.735078811645508,2.5527524948120117
263,5.695262908935547,2.090963125228882
264,4.155575275421143,2.468724489212036
265,5.642889022827148,2.775568962097168
266,4.271306991577148,2.3189985752105713
267,4.86823844909668,2.324888229370117
268,3.55515456199646,3.134742498397827
269,3.975969076156616,3.295757532119751
270,3.2524542808532715,2.609386920928955
271,5.0196099281311035,2.5806493759155273
272,5.220330238342285,3.480865240097046
273,4.292830467224121,2.6493775844573975
274,6.014806747436523,2.184885263442993
275,5.997495174407959,2.7264902591705322
276,5.619060516357422,3.0371739864349365
277,5.625328063964844,2.5717508792877197
278,4.232700824737549,1.937546730041504
279,5.562280178070068,2.940638780593872
280,1.4901777505874634,2.528836965560913
281,3.485283613204956,2.2865068912506104
282,3.5516037940979004,2.2278363704681396
283,2.2929558753967285,1.365559697151184
284,5.886922359466553,2.576428174972534
285,4.4357500076293945,1.9492204189300537
286,5.450615406036377,2.880178213119507
287,2.582282066345215,3.2668063640594482
288,2.5564615726470947,1.9317996501922607
289,2.869906425476074,2.903508186340332
290,4.659914016723633,3.2146666049957275
291,6.040152072906494,3.3130948543548584
292,5.697969436645508,2.6630070209503174
293,3.3079137802124023,1.8088531494140625
294,4.087718963623047,2.5691890716552734
295,4.996963977813721,2.437675714492798
