,true_value,preds
0,1.5200939178466797,2.488530158996582
1,1.7840394973754883,2.189267158508301
2,2.687645435333252,3.2236764430999756
3,2.0326805114746094,2.318664312362671
4,1.7354693412780762,1.8155184984207153
5,1.6663658618927002,1.7261122465133667
6,1.6092967987060547,2.4744174480438232
7,2.458301067352295,2.5951321125030518
8,2.2061967849731445,1.6536463499069214
9,1.5130510330200195,2.0214128494262695
10,1.7417373657226562,2.006148099899292
11,1.5634969472885132,2.1626551151275635
12,2.5378825664520264,2.8516714572906494
13,2.418133497238159,2.3372461795806885
14,1.7281229496002197,2.1624796390533447
15,1.5738626718521118,2.271045207977295
16,1.487568974494934,1.2583820819854736
17,2.4343197345733643,2.8238213062286377
18,1.9330017566680908,2.825913667678833
19,1.5336735248565674,2.1761276721954346
20,2.3660366535186768,2.595507860183716
21,1.8351643085479736,2.4338326454162598
22,2.3065195083618164,2.6585474014282227
23,1.0771565437316895,2.8646109104156494
24,1.8412010669708252,2.9164905548095703
25,3.7232511043548584,2.898556709289551
26,2.3468191623687744,1.8250502347946167
27,1.6959364414215088,2.4238054752349854
28,2.2583932876586914,1.6851364374160767
29,1.441306233406067,1.9547260999679565
30,1.6878247261047363,1.6609214544296265
31,1.2648557424545288,2.4212310314178467
32,1.6814378499984741,1.7629185914993286
33,1.6037952899932861,2.7644593715667725
34,1.8879585266113281,3.6140592098236084
35,2.231788158416748,2.408604860305786
36,3.428663492202759,2.5719287395477295
37,2.076634645462036,2.0034594535827637
38,2.9393789768218994,2.031466245651245
39,2.4953200817108154,2.326953411102295
40,2.5004770755767822,2.999190330505371
41,3.0844900608062744,2.1467432975769043
42,2.6907224655151367,2.054560899734497
43,2.1758782863616943,2.5573034286499023
44,2.373089551925659,1.9608088731765747
45,2.417130947113037,2.1388673782348633
46,3.834728240966797,2.7830798625946045
47,2.372877836227417,1.6599409580230713
48,2.7767934799194336,2.914370059967041
49,2.672790288925171,3.5382559299468994
50,1.760198950767517,3.08315110206604
51,2.3570868968963623,1.832025408744812
52,2.2115185260772705,1.7963666915893555
53,1.825749158859253,3.0114328861236572
54,2.2879607677459717,2.0851447582244873
55,3.745239019393921,2.958134412765503
56,1.5932879447937012,2.4194300174713135
57,2.4576528072357178,2.2695794105529785
58,2.1997413635253906,3.0804364681243896
59,1.9855306148529053,2.312363862991333
60,1.9867020845413208,1.8100701570510864
61,2.1819026470184326,2.0239436626434326
62,1.9836534261703491,2.217717409133911
63,1.2353209257125854,1.4785641431808472
64,1.5694985389709473,2.4759063720703125
65,1.9408437013626099,2.3200085163116455
66,2.250417470932007,2.823136568069458
67,0.9910126328468323,2.575500249862671
68,1.5080490112304688,2.069132089614868
69,3.741321086883545,3.137800931930542
70,2.244511365890503,1.7731226682662964
71,1.8299306631088257,2.295712947845459
72,1.94220769405365,2.818138837814331
73,2.793611526489258,2.7238399982452393
74,2.4309146404266357,2.4832191467285156
75,1.8734517097473145,2.364849328994751
76,1.5078669786453247,2.7324225902557373
